labeling_type,dosage_form,route_of_administration,marketing_category,application_number,proprietaryname,generic_proper_name,spl_effective_date ,established_pharmacologic_class,initia_us_approval,company,marketing_date,ndc,active_ingredient_unii,active_ingredients,active_moiety_names,active_moiety_unii
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Para Grass Pollen,PARA GRASS POLLEN,12/4/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-2353,3ZO9YGZ8ZJ,UROCHLOA MUTICA POLLEN,UROCHLOA MUTICA POLLEN,3ZO9YGZ8ZJ
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Parakeet Feather,PARAKEET FEATHER,11/20/2009,Non-Standardized Feather Allergenic Extract,,ANTIGEN LABORATORIES INC,1974/03/23-,49288-0390,1XY644QKWG,MELOPSITTACUS UNDULATUS FEATHER,MELOPSITTACUS UNDULATUS FEATHER,1XY644QKWG
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",SUBCUTANEOUS,BLA,125511,NATPARA (parathyroid hormone),PARATHYROID HORMONE,5/22/2023,Parathyroid Hormone,2015,TAKEDA PHARMACEUTICALS AMERICA INC,2015/01/23-,68875-0202; 68875-0203; 68875-0204; 68875-0205,N19A0T0E5J,parathyroid hormone,parathyroid hormone,N19A0T0E5J
HUMAN PRESCRIPTION DRUG LABEL,KIT; POWDER,ORAL,BLA,125696,PALFORZIA (Level 1); PALFORZIA (Level 10); PALFORZIA (Level 11); PALFORZIA (Level 2); PALFORZIA (Level 3); PALFORZIA (Level 4); PALFORZIA (Level 5); PALFORZIA (Level 6); PALFORZIA (Level 7); PALFORZIA (Level 8),PEANUT,3/17/2023,Non-Standardized Food Allergenic Extract,2020,AIMMUNE THERAPEUTICS,2020/01/31-,71881-101; 71881-102; 71881-103; 71881-104; 71881-105; 71881-106; 71881-107; 71881-108; 71881-109; 71881-110; 71881-111; 71881-113,QE1QX6B99R,PEANUT,PEANUT,QE1QX6B99R
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,BLA,103411,ONCASPAR,PEGASPARGASE,10/7/2024,Asparagine-specific Enzyme,1994,SERVIER PHARMACEUTICALS LLC,2020/01/02-,72694-954,7D96IR0PPM,PEGASPARGASE,PEGASPARGASE,7D96IR0PPM
HUMAN PRESCRIPTION DRUG LABEL,INJECTION; KIT,SUBCUTANEOUS,BLA,125031,Neulasta,PEGFILGRASTIM,10/31/2024,Leukocyte Growth Factor,2002,AMGEN INC,2002/04/01-,55513-190; 55513-192,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761084,FYLNETRA,PEGFILGRASTIM,5/26/2022,Leukocyte Growth Factor,2022,AMNEAL PHARMACEUTICALS LLC,2022/05/31-,70121-1627,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761111,NYVEPRIA,PEGFILGRASTIM-APGF,6/29/2023,Leukocyte Growth Factor,2020,PFIZER LABORATORIES DIV PFIZER INC,2020/12/15-,0069-0324,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761045,ZIEXTENZO,PEGFILGRASTIM-BMEZ,3/1/2021,Leukocyte Growth Factor,2019,SANDOZ INC,2019/11/04-,61314-866,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761039,UDENYCA,PEGFILGRASTIM-CBQV,8/20/2024,Leukocyte Growth Factor,2018,COHERUS BIOSCIENCES INC,2018/11/02-; 2023/03/06-; 2023/12/22-,70114-101; 70114-120; 70114-130,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761075,Fulphila,PEGFILGRASTIM-JMDB,12/5/2023,Leukocyte Growth Factor,2018,BIOCON BIOLOGICS INC,2023/10/01-,83257-005,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761075,Fulphila,PEGFILGRASTIM-JMDB,10/15/2021,Leukocyte Growth Factor,2018,MYLAN INSTITUTIONAL LLC,completed:2018/07/09-2026/05/31,67457-833,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761173,STIMUFEND,PEGFLILGRASTIM-FPGK,10/24/2023,Leukocyte Growth Factor,2022,FRESENIUS KABI USA LLC,2022/10/06-,65219-371,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,103964,Pegasys,PEGINTERFERON ALFA-2A,11/13/2024,Interferon alpha,2002,PHARMAAND GMBH,2002/10/16-; 2011/03/29-,82154-0449; 82154-0451,Q46947FE7K,PEGINTERFERON ALFA-2A,PEGINTERFERON ALFA-2A,Q46947FE7K
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,103964,Pegasys,PEGINTERFERON ALFA-2A,11/8/2019,Interferon alpha,2002,GENENTECH INC,completed:2002/10/16-2025/06/30; completed:2011/03/29-2024/06/30,0004-0350; 0004-0357,Q46947FE7K,PEGINTERFERON ALFA-2A,PEGINTERFERON ALFA-2A,Q46947FE7K
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION; KIT",INTRAMUSCULAR; SUBCUTANEOUS,BLA,125499,Plegridy; Plegridy Pen,PEGINTERFERON BETA-1A,11/14/2024,Interferon beta,2014,BIOGEN INC,2014/08/15-; 2021/01/29-,64406-011; 64406-012; 64406-015; 64406-016; 64406-017,I8309403R0,PEGINTERFERON BETA-1A,PEGINTERFERON BETA-1A,I8309403R0
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,125293,Krystexxa,PEGLOTICASE,8/30/2023,Uric Acid-specific Enzyme,2010,HORIZON THERAPEUTICS USA INC,2010/09/14-,75987-080,R581OT55EA,PEGLOTICASE,PEGLOTICASE,R581OT55EA
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,125293,Krystexxa,PEGLOTICASE,9/15/2012,Uric Acid-specific Enzyme,2010,SAVIENT PHARMACEUTICALS INC,2010/09/14-,54396-801,R581OT55EA,PEGLOTICASE,PEGLOTICASE,R581OT55EA
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761161,ELFABRIO,PEGUNIGALSIDASE ALFA,7/8/2024,,2023,CHIESI USA INC,2023/05/23-,10122-160; 10122-165,8M7V7Q6537,PEGUNIGALSIDASE ALFA,PEGUNIGALSIDASE ALFA,8M7V7Q6537
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761079,Palynziq,PEGVALIASE-PQPZ,12/21/2022,Phenylalanine Metabolizing Enzyme,2018,BIOMARIN PHARMACEUTICAL INC,2018/05/24-,68135-058; 68135-673; 68135-756,N6UAH27EUV,PEGVALIASE,PEGVALIASE,N6UAH27EUV
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,BLA,021106,SOMAVERT,PEGVISOMANT,4/9/2024,Growth Hormone Receptor Antagonist,2003,PHARMACIA AND UPJOHN COMPANY LLC,2016/10/01-,0009-7166; 0009-7168; 0009-7188; 0009-7199; 0009-7200,N824AOU5XV,PEGVISOMANT,PEGVISOMANT,N824AOU5XV
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; INJECTION, SOLUTION",INTRAVENOUS,BLA,125514,KEYTRUDA,PEMBROLIZUMAB,9/17/2024,Programmed Death Receptor-1 Blocking Antibody,2014,MERCK SHARP AND DOHME LLC,2015/01/15-; completed:2014/09/04-2015/12/21,0006-3026; 0006-3029,DPT0O3T46P,pembrolizumab,pembrolizumab,DPT0O3T46P
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,125409,PERJETA,PERTUZUMAB,11/4/2024,HER2/neu Receptor Antagonist,2012,GENENTECH INC,2012/06/08-,50242-145,K16AIQ8CTM,PERTUZUMAB,PERTUZUMAB,K16AIQ8CTM
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761170,Phesgo,"PERTUZUMAB, TRASTUZUMAB, AND HYALURONIDASE-ZZXF",11/16/2022,Endoglycosidase; HER2/neu Receptor Antagonist,2020,GENENTECH INC,2020/06/29-,50242-245; 50242-260,743QUY4VD8; K16AIQ8CTM; P188ANX8CK,HYALURONIDASE (HUMAN RECOMBINANT); PERTUZUMAB; TRASTUZUMAB,HYALURONIDASE (HUMAN RECOMBINANT); PERTUZUMAB; TRASTUZUMAB,743QUY4VD8; K16AIQ8CTM; P188ANX8CK
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761121,POLIVY,POLATUZUMAB VEDOTIN,9/16/2024,,2019,GENENTECH INC,2019/06/10-,50242-103; 50242-105,KG6VO684Z6,POLATUZUMAB VEDOTIN,POLATUZUMAB VEDOTIN,KG6VO684Z6
HUMAN PRESCRIPTION DRUG LABEL,SUSPENSION,ENDOTRACHEAL,BLA,020744,Curosurf,PORACTANT ALFA,5/2/2022,Surfactant,1999,CHIESI USA INC,1999/11/18-,10122-510,KE3U2023NP,PORACTANT ALFA,PORACTANT ALFA,KE3U2023NP
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,761339,VEOPOZ,POZELIMAB,3/15/2024,Complement Inhibitor,2023,REGENERON PHARMACEUTICALS INC,2023/08/18-,61755-014,0JJ21K6L2I,Pozelimab,Pozelimab,0JJ21K6L2I
HUMAN PRESCRIPTION DRUG LABEL,POWDER,INTRAMUSCULAR,BLA,761085,Jeuveau,PRABOTULINUM TOXIN TYPE A,4/28/2023,Acetylcholine Release Inhibitor; Neuromuscular Blocker,2019,EVOLUS INC,2019/02/13-,72301-595,E211KPY694,BOTULINUM TOXIN TYPE A,BOTULINUM TOXIN TYPE A,E211KPY694
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,INTRAVENOUS,BLA,125477,CYRAMZA,RAMUCIRUMAB,11/27/2023,Vascular Endothelial Growth Factor Receptor 2 Antagonist,2014,ELI LILLY AND COMPANY,2014/04/21-,0002-7669; 0002-7678,D99YVK4L0X,ramucirumab,ramucirumab,D99YVK4L0X
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVITREAL,BLA,761197,Susvimo,RANIBIZUMAB,11/22/2024,Vascular Endothelial Growth Factor Inhibitor,2006,GENENTECH INC,2021/10/22-,50242-078,ZL1R02VT79,RANIBIZUMAB,RANIBIZUMAB,ZL1R02VT79
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVITREAL,BLA,125156,LUCENTIS,RANIBIZUMAB,11/18/2024,Vascular Endothelial Growth Factor Inhibitor,2006,GENENTECH INC,2006/06/30-; 2012/08/10-,50242-080; 50242-082,ZL1R02VT79,RANIBIZUMAB,RANIBIZUMAB,ZL1R02VT79
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVITREAL,BLA,761165,CIMERLI,RANIBIZUMAB-EQRN,6/1/2024,Vascular Endothelial Growth Factor Inhibitor,2022,COHERUS BIOSCIENCES INC,2022/10/03-,70114-440; 70114-441,ZL1R02VT79,RANIBIZUMAB,RANIBIZUMAB,ZL1R02VT79
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVITREAL,BLA,761202,Byooviz,RANIBIZUMAB-NUNA,10/6/2023,Vascular Endothelial Growth Factor Inhibitor,2021,BIOGEN INC,2022/06/01-,64406-019,ZL1R02VT79,ranibizumab,ranibizumab,ZL1R02VT79
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS,BLA,103946,Elitek,RASBURICASE,10/4/2024,Uric Acid-specific Enzyme,2002,SANOFI AVENTIS U S LLC,2002/07/12-; 2006/06/01-,0024-5150; 0024-5151,08GY9K1EUO,RASBURICASE,RASBURICASE,08GY9K1EUO
HUMAN PRESCRIPTION DRUG LABEL,"SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761108,Ultomiris,RAVULIZUMAB,9/24/2024,Complement Inhibitor,2018,ALEXION PHARMACEUTICALS INC,2018/12/21-; 2020/10/09-,25682-022; 25682-025; 25682-028,C3VX249T6L,ravulizumab,ravulizumab,C3VX249T6L
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,125349,Raxibacumab,RAXIBACUMAB,6/14/2021,Anthrax Protective Antigen-directed Antibody,2012,EMERGENT MANUFACTURING OPERATIONS BALTIMORE LLC,2012/12/14-,71655-103,794PGL549S,RAXIBACUMAB,RAXIBACUMAB,794PGL549S
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761033,CINQAIR,RESLIZUMAB,6/29/2020,Interleukin-5 Antagonist,2016,TEVA RESPIRATORY LLC,2016/04/18-,59310-610,35A26E427H,RESLIZUMAB,RESLIZUMAB,35A26E427H
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761334,ZYNYZ,RETIFANLIMAB-DLWR,4/17/2024,Programmed Death Receptor-1 Blocking Antibody,2023,INCYTE CORPORATION,2023/03/22-,50881-006,2Y3T5IF01Z,RETIFANLIMAB,RETIFANLIMAB,2Y3T5IF01Z
HUMAN PRESCRIPTION DRUG LABEL,LIQUID,INTRAMUSCULAR; INTRAVENOUS,BLA,103649,WinRho SDF,RHO (D) IMMUNE GLOBULIN,9/6/2024,Human Immunoglobulin G,1995,SAOL THERAPEUTICS INC,completed:2019/03/01-2024/02/29; completed:2019/03/01-2025/05/31; completed:2019/03/01-2025/08/31,70257-300; 70257-310; 70257-330; 70257-350,48W7181FLP,HUMAN RHO(D) IMMUNE GLOBULIN,HUMAN RHO(D) IMMUNE GLOBULIN,48W7181FLP
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",SUBCUTANEOUS,BLA,125249,Arcalyst,RILONACEPT,5/8/2023,,2008,KINIKSA PHARMACEUTICALS UK LTD,2008/02/27-,73604-914,8K80YB5GMG,RILONACEPT,RILONACEPT,8K80YB5GMG
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAMUSCULAR,BLA,103846,Myobloc,RIMABOTULINUMTOXINB,10/10/2024,Acetylcholine Release Inhibitor,2000,SOLSTICE NEUROSCIENCES LLC,2000/12/08-,10454-710; 10454-711; 10454-712,0Y70779M1F,RIMABOTULINUMTOXINB,RIMABOTULINUMTOXINB,0Y70779M1F
HUMAN PRESCRIPTION DRUG LABEL,INJECTION; KIT,INTRAVENOUS; SUBCUTANEOUS; TOPICAL,BLA,761105;761262,Skyrizi,RISANKIZUMAB-RZAA,6/18/2024,Interleukin-23 Antagonist,2019,ABBVIE INC,2021/04/26-; 2022/06/16-; 2022/09/23-; 2024/03/04-; completed:2019/04/23-2023/01/31,0074-1050; 0074-1065; 0074-1070; 0074-2042; 0074-2100; 0074-5015; 0074-7034; 0074-7036; 0074-7040; 0074-7042,90ZX3Q3FR7; ND2M416302,ISOPROPYL ALCOHOL; RISANKIZUMAB,ISOPROPYL ALCOHOL; RISANKIZUMAB,90ZX3Q3FR7; ND2M416302
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,103705,Rituxan,RITUXIMAB,6/6/2023,CD20-directed Cytolytic Antibody,1997,GENENTECH INC,1997/11/26-,50242-051; 50242-053,4F4X42SYQ6,RITUXIMAB,RITUXIMAB,4F4X42SYQ6
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761064,Rituxan Hycela,RITUXIMAB AND HYALURONIDASE,7/8/2024,CD20-directed Cytolytic Antibody; Endoglycosidase,2017,GENENTECH INC,2017/06/22-,50242-108; 50242-109,4F4X42SYQ6; 743QUY4VD8,HYALURONIDASE (HUMAN RECOMBINANT); RITUXIMAB,HYALURONIDASE (HUMAN RECOMBINANT); RITUXIMAB,4F4X42SYQ6; 743QUY4VD8
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761088,Truxima,RITUXIMAB-ABBS,7/12/2024,CD20-directed Cytolytic Antibody,2018,CEPHALON INC,2020/05/04-,63459-103; 63459-104,4F4X42SYQ6,rituximab,rituximab,4F4X42SYQ6
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761140,Riabni,RITUXIMAB-ARRX,2/26/2024,CD20-directed Cytolytic Antibody,2020,AMGEN INC,2021/01/06-,55513-224; 55513-326,4F4X42SYQ6,RITUXIMAB,RITUXIMAB,4F4X42SYQ6
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761103,Ruxience,RITUXIMAB-PVVR,10/10/2024,CD20-directed Cytolytic Antibody,2019,PFIZER LABORATORIES DIV PFIZER INC,2020/01/23-,0069-0238; 0069-0249,4F4X42SYQ6,RITUXIMAB,RITUXIMAB,4F4X42SYQ6
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",SUBCUTANEOUS,BLA,125268,Nplate,ROMIPLOSTIM,10/30/2024,Thrombopoietin Receptor Agonist,2008,AMGEN INC,2008/08/25-; 2019/08/02-,55513-221; 55513-222; 55513-223,GN5XU2DXKV,ROMIPLOSTIM,ROMIPLOSTIM,GN5XU2DXKV
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761062,Evenity,ROMOSOZUMAB-AQQG,10/31/2024,,2019,AMGEN INC,2019/04/09-; 2024/07/01-,55513-880; 55513-998,3VHF2ZD92J,ROMOSOZUMAB,ROMOSOZUMAB,3VHF2ZD92J
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761166,BESREMi,ROPEGINTERFERON ALFA-2B,4/29/2024,Interferon alfa-2b,2021,PHARMAESSENTIA USA CORPORATION,2021/11/12-,73536-500,981TME683S,ROPEGINTERFERON ALFA-2B,ROPEGINTERFERON ALFA-2B,981TME683S
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761286,RYSTIGGO,ROZANOLIXIZUMAB,6/25/2024,Neonatal Fc Receptor Blocker,2023,UCB INC,2023/06/26-; 2024/06/14-,50474-980; 50474-981; 50474-982; 50474-983,P7186074QC,ROZANOLIXIZUMAB,ROZANOLIXIZUMAB,P7186074QC
HUMAN PRESCRIPTION DRUG LABEL,"POWDER, FOR SOLUTION",INTRAVENOUS,BLA,761115,TRODELVY,SACITUZUMAB GOVITECAN,9/3/2024,,2020,GILEAD SCIENCES,2020/04/22-,55135-132,M9BYU8XDQ6,SACITUZUMAB GOVITECAN,SACITUZUMAB GOVITECAN,M9BYU8XDQ6
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,BLA,020772,Sucraid,SACROSIDASE,8/7/2024,Sucrose-specific Enzyme,,QOL MEDICAL LLC,1998/04/09-,67871-111,8A7F670F2Y,SACROSIDASE,SACROSIDASE,8A7F670F2Y
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,103362,Leukine,SARGRAMOSTIM,8/31/2023,Leukocyte Growth Factor,1991,PARTNER THERAPEUTICS INC,2023/09/01-,71837-5843,5TAA004E22,SARGRAMOSTIM,SARGRAMOSTIM,5TAA004E22
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761037,KEVZARA,SARILUMAB,8/22/2024,Interleukin-6 Receptor Antagonist,2017,SANOFI AVENTIS U S LLC,2017/05/22-,0024-5908; 0024-5910; 0024-5920; 0024-5922,NU90V55F8I,SARILUMAB,SARILUMAB,NU90V55F8I
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761149,Enspryng,SATRALIZUMAB,7/12/2023,,2020,GENENTECH INC,2020/08/14-,50242-007,YB18NF020M,SATRALIZUMAB,SATRALIZUMAB,YB18NF020M
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,125561,KANUMA,SEBELIPASE ALFA,7/17/2024,Hydrolytic Lysosomal Cholesteryl Ester-specific Enzyme; Hydrolytic Lysosomal Triacylglycerol-specific Enzyme,2015,ALEXION PHARMACEUTICALS INC,2015/12/08-,25682-007,K4YTU42T8G,Sebelipase alfa,Sebelipase alfa,K4YTU42T8G
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION; INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS; SUBCUTANEOUS,BLA,125504;761349,COSENTYX,SECUKINUMAB,10/4/2024,Interleukin-17A Antagonist,2015,NOVARTIS PHARMACEUTICALS CORPORATION,2015/01/21-; 2023/10/06-,0078-0639; 0078-1056; 0078-1070; 0078-1168,DLG4EML025,SECUKINUMAB,SECUKINUMAB,DLG4EML025
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102203,Short Ragweed Pollen,SHORT RAGWEED POLLEN,12/7/2009,Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1983/04/08-,36987-3384; 36987-3385; 36987-3387; 36987-3388; 36987-3453,K20Y81ACO3,AMBROSIA ARTEMISIIFOLIA POLLEN,AMBROSIA ARTEMISIIFOLIA POLLEN,K20Y81ACO3
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,BLA,125496,Sylvant,SILTUXIMAB,8/27/2024,Interleukin-6 Antagonist,2014,RECORDATI RARE DISEASES INC,2014/04/23-,73090-420; 73090-421,T4H8FMA7IM,SILTUXIMAB,SILTUXIMAB,T4H8FMA7IM
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Sole,SOLE,11/17/2009,Non-Standardized Food Allergenic Extract,,ANTIGEN LABORATORIES INC,1974/03/23-,49288-0473,00CR8124AS,ENGLISH SOLE,ENGLISH SOLE,00CR8124AS
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761156,SOGROYA,SOMAPACITAN-BECO,4/28/2023,,2020,NOVO NORDISK,2023/05/01-,0169-2030; 0169-2035; 0169-2037,8FOJ430U94,SOMAPACITAN,SOMAPACITAN,8FOJ430U94
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761184,Ngenla,SOMATROGON-GHLA,7/15/2024,,2023,PFIZER LABORATORIES DIV PFIZER INC,2023/07/31-,0069-0505; 0069-0520,6D848RA61B,SOMATROGON,SOMATROGON,6D848RA61B
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,020522,Nutropin AQ NuSpin 10; Nutropin AQ NuSpin 20; Nutropin AQ NuSpin 5,SOMATROPIN,11/19/2024,Recombinant Human Growth Hormone,1987,GENENTECH INC,1995/12/29-,50242-074; 50242-075; 50242-076,NQX9KB6PCL,SOMATROPIN,SOMATROPIN,NQX9KB6PCL
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION; KIT",SUBCUTANEOUS,BLA,021426,Omnitrope,SOMATROPIN,11/14/2024,Recombinant Human Growth Hormone,1987,SANDOZ INC,2006/05/30-,0781-3001; 0781-3004; 0781-4004,NQX9KB6PCL,SOMATROPIN,SOMATROPIN,NQX9KB6PCL
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,BLA,020280,GENOTROPIN,SOMATROPIN,8/28/2024,Recombinant Human Growth Hormone,1987,PFIZER LABORATORIES DIV PFIZER INC,1995/12/20-,0013-2626; 0013-2646; 0013-2649; 0013-2650; 0013-2651; 0013-2652; 0013-2653; 0013-2654; 0013-2655; 0013-2656; 0013-2657; 0013-2658,NQX9KB6PCL,SOMATROPIN,SOMATROPIN,NQX9KB6PCL
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,BLA,019774,ZOMACTON,SOMATROPIN,5/2/2024,Recombinant Human Growth Hormone,1995,FERRING PHARMACEUTICALS INC,2015/05/07-; completed:2018/01/30-2022/05/31,55566-1801; 55566-1901; 55566-1902,NQX9KB6PCL,SOMATROPIN,SOMATROPIN,NQX9KB6PCL
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAMUSCULAR; SUBCUTANEOUS,BLA,019640,HUMATROPE,SOMATROPIN,12/8/2023,Recombinant Human Growth Hormone,1987,ELI LILLY AND COMPANY,2006/01/27-,0002-8147; 0002-8148; 0002-8149,NQX9KB6PCL,Somatropin,Somatropin,NQX9KB6PCL
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,BLA,020604,Serostim,SOMATROPIN,2/2/2022,Recombinant Human Growth Hormone,1987,EMD SERONO INC,1996/08/23-; 1997/07/25-,44087-0004; 44087-0005; 44087-0006,NQX9KB6PCL,SOMATROPIN,SOMATROPIN,NQX9KB6PCL
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,021148,Norditropin,SOMATROPIN,3/9/2020,Recombinant Human Growth Hormone,1987,NOVO NORDISK,2005/01/03-; 2006/01/02-; 2009/03/30-,0169-7703; 0169-7704; 0169-7705; 0169-7708,NQX9KB6PCL,SOMATROPIN,SOMATROPIN,NQX9KB6PCL
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,BLA,761363,WINREVAIR,SOTATERCEPT-CSRK,3/26/2024,,2024,MERCK SHARP AND DOHME LLC,2024/03/26-,0006-5087; 0006-5088; 0006-5090; 0006-5091,059QF0KO0R; 0QI90BTJ37,SOTATERCEPT; WATER,SOTATERCEPT; WATER,059QF0KO0R; 0QI90BTJ37
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761244,SPEVIGO,SPESOLIMAB-SBZO,8/9/2024,Interleukin-36 Receptor Antagonist,2022,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,2022/09/01-; 2024/03/18-,0597-0035; 0597-0620,5IB2J79MCX,SPESOLIMAB,SPESOLIMAB,5IB2J79MCX
